Index	Author	Article
19	AaronPressman	treasuri secretari robert rubin , outlin a plan to overhaul depression-era law govern the u.s. financi sector , said wednesday the clinton administr favor allow bank to enter the secur and insur field . `` the old line that separ insur , secur and bank industri have increasingli blur as new financi servic and product have appear , '' rubin said in a speech here.th highli anticip administr propos , origin expect in march , take it place with sever bill alreadi introduc in congress . `` We look forward to work with congress on thi import initi , '' rubin said.increas competit in financi servic should benefit consum , gener save of up to $ 15 billion a year , rubin said.th new propos did not take a firm posit on the controversi question of allow bank to combin with non-financi , commerci firm . `` becaus of the natur of the issu and the complet lack of consensu , we think the issu need to be further debat by congress befor settl on a final approach , '' rubin said.som lawmak , along with smaller bank and consum group , adamantli oppos allow bank to combin with commerci firm . but insur compani and secur firm say they are alreadi intertwin with non-financi interest and could not compet with bank if such combin were not permitted.rubin outlin two possibl approach . under one approach , some mix would be permit but limit and with the 1,000 largest non-financi firm excluded.und a second approach , no mix would be allow with bank but , as current permit , thrift would be allow to combin with commerci firms.if bank are allow to mix with commerci firm , the reform could take effect two year after enact , rubin said . If mix is not allow , the reform could take effect in nine months.th feder reserv should continu to overse bank hold compani , while specif activ would be overseen by specif regul such as the secur and exchang commiss and state insur regulators.bank would be allow to underwrit municip revenu bond . An exempt for bank in the feder mutual fund law , the invest compani act , would be narrow .
20	AaronPressman	legisl to dramat relax u.s. export restrict on comput encod technolog move ahead on wednesday as the hous judiciari committe approv the measure.th bill , known as the secur and freedom through encrypt act , now goe to the hous intern relat committe where oppon plan to make their stand.encrypt , comput programm that scrambl inform and render it unread without a password or softwar `` key , '' ha becom an essenti compon of global commun and electron commerc over the internet.th clinton administr ha oppos the bill and similiar measur in the senat , argu that allow strong encrypt out of the countri will put it in the hand of intern crimin and terrorists.repres bob goodlatt , the bill 's author , said he had spoken to administr offici on tuesday and hope a compromis could be reach . `` We 're veri , veri close in mani area , '' the virginia republican told report after the committe vote . `` the export control issu is probabl the area that we 're still the furthest apart on . `` after the vote , administr offici emphasis the differ . under secretari of commerc william reinsch said the administr `` is disappoint that the committe act precipit . the bill contain seriou defici . `` goodlatt 's bill also would write into law the current polici of allow unrestrict domest use of encryption.th bill would crimin the use of encrypt to conceal inform relat to the commiss of a felony.softwar industri offici and privaci advoc , who have strongli oppos the export limit , urg lawmak to continu move the legisl forward.th intern relat committe `` will have a go at it but it 's great to have some momentum , '' netscap commun corp. public polici counsel peter harter told reuter after the vote . `` We 've come a long way in a veri short period of time . thi legisl is move at internet time . `` jonah seiger , commun director at the centr for democraci and technolog , said the vote wa a `` histor moment . `` `` the judiciari committe agre that the administr ha the wrong polici send a veri clear signal that we need to chang direct , '' seiger said.befor the vote , committe chairman henri hyde of illinoi prohibit amend to the bill on the controversi export section . hyde said the export section fell under the jurisdict of the intern relat committe .
21	AaronPressman	senat bank committe chairman alfons d'amato on wednesday introduc legisl to prohibit bank from charg addit fee to non-custom who use their autom teller machines.about 54 percent of all autom teller machin now impos a surcharg on non-custom , accord to a survey by the gener account offic releas by d'amato at a congression hear . `` atm 's were suppos to reduc cost , and the save could be pass on to consum , '' the new york republican said . `` now , bank are suddenli claim that atm 's are no longer cost-effect . `` `` they have decid to soak consum with multipl fee everi time they need to take money out of their account , '' d'amato said.consum group urg lawmak to enact the ban . surcharg pose a seriou competit threat to smaller bank , which have fewer autom teller machin , accord to edmund mierzwinski , programm director at the non-profit u.s. public interest research group . `` If enough small bank custom switch account to big bank to avoid surcharg , then the big bank , face less competit , will rais the fee they charg their own custom even more , '' mierzwinski said.aft the hear , bank deni the fee amount to double-dip and argu consum benefit from the prolifer of atm made possibl by surcharg revenu . `` the marketplac is at work , '' said Ed yingl , execut director of the american banker associ . `` consum , not the govern , should decid if they are will to pay for the conveni of use atm at thousand of new locat . `` If surcharg are ban , mani newli instal machin would be shutter , yingl said.until last year , the two largest atm network oper , mastercard intern 's cirru and visa usa 's plu , gener prohibit bank from levi surcharg on non-custom . bank receiv a portion of the fee on such transact charg by the custom 's own bank.last april , cirru and plu began allow atm surcharg , and the fee have rapidli prolifer . fifteen state , includ texa , had previous allow surcharg . more recent , connecticut and iowa have pass legisl ban surcharges.th gao found that about one-third of bank impos surcharg , cover 54 percent of all teller machin in the countri . from the end of 1995 to februari 1997 , the number of atm rose 34 percent , while the number impos a surcharg rose 320 percent , the gao said.th averag surcharg wa $ 1.14 in 1997 , up from 99 cent in 1995.not all the senat at wednesday 's hear favour legisl ban surcharg . sen. lauch faircloth , republican of north carolina , said he prefer allow the market to set atm fee . `` the atm surcharg is a conveni fee , '' faircloth said . `` that conveni come at a price . ''
22	AaronPressman	there will be mani more place to hang your hat in cyberspac soon , thank to a plan adopt by the internet societi and a host of other group , the societi announc tuesday.th group , which help develop and coordin internet standard , said the plan would provid seven new top-level domain , the last three letter at the end of everi electron mail or web site address.comput maker digit equip corp. , telecommun compani mci commun corp. and uunet technolog inc. , a unit of worldcom inc. , endors the plan , first unveil in februari , the societi said.th plan also ha been endors by the internet assign number author , the central coordin of internet address and other standard oper under a charter from the societi and the feder network council.th intern telecommun union , world intellectu properti organis and intern trademark associ back the plan as well , the societi said.und the plan , new domain name such as `` firm , '' `` art , '' and `` web '' will be ad to the exist top-level domain such as `` com , '' `` net , '' and `` org '' start in the third quarter of 1997 , the societi said.th plan establish an arbitr and mediat procedur for resolv disput over name , such as when a trademark name is use in an internet address.last year , for exampl , toymak hasbro inc. won a lawsuit to regain control of the address `` candyland.com , '' which wa be use for an adult web site with nude photograph . but more complex disput aris when both parti may have a legitim claim to an address name . `` respons self-govern is the key factor in assur that the internet will reach it fullest potenti , '' internet societi presid donald heath said.although other group have tri to establish altern domain name , they have not succeed in persuad the vast major of internet servic provid to add their new name to the comput that rout inform across the network.th internet societi plan met the need of major provid . `` the internet is grow up rapidli and it is vital that the process , procedur and polici that defin it adminstr be sound , stabl and sustain in an intern set , '' mci senior vice presid vincent cerf said.mci is a top oper of the internet 's backbon network.curr , one compani , network solut inc. , regist address under most exist top-level domain under a contract with the nation scienc foundat . under the plan , up to 28 new registr agent will be chosen in a process overseen by the big six account firm arthur andersen.but network solut senior vice presid don telag said have so mani registrar would creat chao on the net . `` thi plan risk the stabil of the internet , '' he said.th current system function `` pretti well '' without intern arbitr procedur , telag said , note hi compani ha regist 1.2 million address and been su onli 26 times.herndon , va.-bas network solut will come out with it own plan soon for reform the domain name registr system , telag added.whil network solut charg $ 100 for a two-year registr , the new firm will be free to compet on price . all name will be maintain in a central , share database.onc network solut 's contract with the nation scienc foundat expir , the top-level domain it regist will be open to all the other registri agents.a broad rang of internet compani and organis will gather in geneva at the end of april to add their formal endors on a memorandum of understand , heath said .
23	AaronPressman	congress reviv the debat over encrypt export polici thi week but much ha chang sinc last year 's tussles.onc the domain of spi and gener , encrypt ha becom a critic compon of electron commerc and global commun on the internet.thi year , the clinton administr ha a new polici in place allow freer export of encrypt product , which are programm that scrambl inform and render it unread without a password or softwar `` key . `` the new clinton polici , enact through execut order in novemb and in effect sinc januari 1 , allow export of stronger encrypt than previous allow . but it requir compani to incorpor featur within two year allow the govern to crack the code by get access to the softwar keys.th govern say it need the abil to crack strong encrypt to catch crimin and terrorists.whil a few compani , most notabl intern busi machin , have obtain export licens under the new polici , most high-tech compani remain frustrated.they want to be abl to export veri strong encrypt without includ the govern access features.privaci advoc also oppos the current clinton polici , which they say put too much power in the hand of government.sinc the govern doe not requir guarante access to the key to one 's home , it should not be given such access to the key to one 's data , they argu . `` My lock , my key , '' is the slogan on their button thi week.in congress , the passag of time ha crystallis the issu for mani member and both side in the debat have found new alli . last year , most lawmak seem either in favour of relax export restrict or undecided.th full senat commerc committe will hear testimoni wednesday on two bill introduc in the senat to remov almost all export restrict , and thursday , the hous judiciari subcommitte on court and intellectu properti will debat a similiar bill under consider there.at the hous encrypt hear , under secretari of commerc william reinsch , deputi director of the nation secur agenc william crowel and a member of the depart of justic crimin divis , will defend the clinton policy.th senat will also hear from fbi director loui freeh and special encrypt envoy david aaron.industri repres at the hear will includ offici from netscap commun corp. , one of the most vocal administr critic , and microsoft corp.privaci advoc will testifi in the hous , includ jerri berman , execut director of the centr for democraci and technolog , and marc rotenberg , director of the electron privaci inform centr .
24	AaronPressman	the chairman of an influenti nation research council report on comput encod technolog said thursday the report 's year-old find are still valid.kenneth dam , a law professor at the univers of chicago , told reuter that an approach favor by the clinton administr to allow govern access to code inform is still not readi for widespread use despit advanc in comput encrypt . encrypt , increasingli import for onlin commerc and global commun on the internet , scrambl inform and render it unread without a password or softwar `` key . `` the clinton administr bar the export of strong encrypt unless the product incorpor a featur known as key recoveri which allow the govern to decod messag by gain access to the softwar keys.such access is need to catch crimin or terrorist who might be use encrypt commun , the administr argu . but poorli design key recoveri system might creat new vulner by let hacker get access to the key as well , critic contend.echo the find of last may 's nrc report , dam said key recoveri is not suffici reliabl yet . `` It may be that one would have more confid today than we did a year ago and still more next year , '' dam told reuter after speak to a confer here sponsor by the brook and cato institut . `` It 's not yet quit readi . '' `` the idea , which I stand by , is that one should n't requir the implement of key escrow even as part of some gener infrastructur project until we 're absolut certain that we have not creat a monster problem for ourselv , '' he said.th report also recommend that strict export control on encrypt , oppos by u.s. softwar maker , be progress relaxed.und a clinton plan that took effect at the begin of the year , compani may now export strong encrypt product but onli if they includ key recoveri . compani promis to includ key recoveri within two year may export medium strength encryption.that continu to draw the ire of softwar maker and privaci advoc oppos to govern snooping.properli balanc the conflict interest in the encrypt debat is a difficult task , dam conced . `` law enforc and nation secur concern do conflict with individu privaci and the legitim need of busi and with the intern futur of our softwar industri , '' he said in a speech to the confer . ( ( -- 202-898-8312 ) )
25	AaronPressman	the u.s. govern is scrambl to updat thousand of comput system and softwar programm that might otherwis see januari 1 , 2000 as `` 00 '' and think they are oper in 1900 . `` We are confid that all of the major system will be fix , '' said salli katzen , who is coordin much of the repair effort from her post as administr of the offic of inform and regulatori affair in the offic of manag and budget . `` that is what we are set out to do and that is what we will do , '' she pledg in an interview.legisl in congress have also taken an interest in the subject and prod agenc into action . most are well awar of the problem , congression staff say , although a few slacker includ the air traffic control system are rais concern . `` congress is sound the alarm and will keep sound it until thi problem is solv , '' repres steve horn told reuters.horn , chairman of the govern reform committe 's manag , inform and technolog sub-committe , ha taken testimoni from a varieti of govern and private-sector expert on the year 2000 problem . `` I have learn that the real challeng it pose is to manag , '' horn said . `` softwar expert are capabl of fix the problem but can manag understand what is at stake , make it a prioriti , organis a plan and alloc resourc so the technic expert can do their job ? `` govern agenc readi TO adjust for millenniumth sub-committe survey govern agenc about year 2000 awar last year and respons to an updat survey have just come in . the latest survey found that all agenc are awar of the problem and most are readi to put in place the need fix , a congression staffer said.som of the agenc that peopl are most concern about , the defenc depart and the social secur administr , appear to be in good shape and have extens plan to fix the problem well befor decemb 31 , 1999.at the defenc depart , `` we are treat it much as we would a comput viru , '' assist secretari of defenc emmett paig told horn 's sub-committee.although weapon system are not set to launch automat by comput , problem could crop up when the weapon interact with command and control system that are oper by comput , congression staffer explained.dur the gulf war , a command and control system that wa schedul to run for 12 hour began shut down weapon system it wa in contact with after run a few hour past it deadlin . `` that would obvious be a disast , but they 're work on it , '' said one staffer.soci secur is also a primari focu of concern , but for more polit reason . million of voter depend on their social secur chequ for meet basic live expens . If the chequ were delay or cancel , congress would probabl be inund with thousand of complaint . `` they start the earliest but they have a lot to do and still are n't finish , '' a staffer said . `` My sens is that they will be fine . `` concern over aviationon agenc of concern , accord to congression staffer , is the feder aviat administr , which oper the countri 's air traffic control system and inspect commerci airplan . `` the depart of transport is veri worrisom , '' one staffer said . `` the faa is still in the assess phase . that 's the one that 's a real concern . `` the agenc can not give an estim of how mani line of code it ha that must be chang , or how much that might cost , until it complet an assess expect by the end of may , accord to mari powers-k , who head the faa 's inform technolog effort . `` It 's somewhat pain becaus no new fund ha been appropri and we 're have to reprogramm to absorb the activ , '' powers-k said . `` that is a big part of the reason whi we start late . We 've got that figur out now and we 've got to just bite the bullet . `` overal , recent estim indic the feder govern will need to spend $ 2.4 to $ 2.5 billion to identifi and correct year 2000 comput problem , katzen said . the estim ha risen slightli from about $ 2.3 billion a few month ago . `` I would n't be surpris to see them come anoth ( $ 100 to $ 300 million ) as we continu through the process of assess , '' katzen said . `` but I think that we 've got it in just about the right ballpark . `` In a februari 7 , 1997 report to congress , the budget offic project that the militari need the largest portion of the money for updat . the air forc would requir $ 371 million , the armi $ 218 million , the navi $ 90 million and other defence-rel area $ 291 million.oth big spender in the report were the treasuri depart , need $ 319 million , and the veteran administr , need $ 144 million .
26	AaronPressman	u.s. lawmak redraft a legisl propos to modern u.s. bank law will reli heavili on the clinton administr 's reform plan , congression staffer said on wednesday.but whatev provis end up in the new draft , expect to be finish by friday , the real battl will be fought when the hous bank committe begin it formal consider , or mark up , of the propos current schedul for next week . `` the goal here is to get in the ( bill ) those area where there is gener agreement , '' committe spokesman david runkel said . `` the intent is to use as much of the treasuri ( depart 's ) languag as appropri , '' runkel said . the most controversi question will be resolv as lawmak offer vari amend dure the mark up , he added.treasuri secretari robert rubin unveil the administr 's plan to overhaul antiqu u.s. bank law in a speech on may 21 . In testimoni on tuesday , rubin urg congress to scrap the 1933 glass-steagal act and free bank to enter other financi sector like insur and secur underwriting.at least four major area of disagr remain that will be the focu of the schedul june 11 mark up , staffer said . some lawmak want the mark up delay at least a week , howev , so the session could be delayed.first , wide differ of opinion exist among legisl about whether financi firm should be allow to engag in nonfinanci , commerci activ . the administr duck the difficult question , offer two altern instead . three earlier bill also each took a differ approach and numer altern have been float in recent week . `` you 'll see it all at the mark up , '' one staffer predicted.also , the insur industri is up in arm about provis in the administr plan that may broaden a 1996 suprem court decis limit state regul of bank insur sale . the bill would allow feder bank regul to overrul state insur author in some instanc . `` thi could have the effect of threaten the safeti and sound of the nation 's insur system , '' said david pratt , senior vice presid of the american insur associ . A third controversey sprout from one of the administr 's two `` altern '' on bank and commerce.th plan said congress could allow limit mix or keep the current prohibit while also maintain the present except allow commerci compani to own thrifts.und the second option , thrift and bank would continu to oper under differ feder charter . that outrag the bank industri , which thought it made a deal last year guarante the charter would be merg . `` A veri critic piec if the puzzl will be that ani financi reform measur specif deal with the thrift charter issu , '' said beth climo , group director of financi industri affair at the american banker associ . `` that is the fundament thing that need to be address , '' climo said.anoth area of disagr surround propos to allow creation of so-cal wholesal financi institut , or `` woofi . '' these bank-lik entiti could onli take deposit over $ 100,000 and would not receiv deposit insurance.som oppon of mix bank and commerc fear that wholesal bank repres a signific loophol , sinc a commerci compani could set up a `` woofi . `` bank committe chairman jim leach said earlier thi week that he hope to have the committe approv a bill and send it to the hous floor by juli 4.but even if a major of the bank panel can reach a consensu , the bill will be sequenti refer to the hous commerc committe . that committe could then hold it own mark up or even stall the legisl . ( ( -- washington newsroom 202-898-8312 ) )
27	AaronPressman	congress reviv the debat over encrypt export polici thi week but much ha chang sinc last year 's tussles.onc the domain of spi and gener , encrypt ha becom a critic compon of electron commerc and global commun on the internet.thi year , the clinton administr ha a new polici in place allow freer export of encrypt product , program that scrambl inform and render it unread without a password or softwar `` key . `` the new clinton polici , enact through execut order in novemb and in effect sinc januari 1 , allow export of stronger encrypt than previous allow . but it requir compani to incorpor featur within two year allow the govern to crack the code by get access to the softwar keys.th govern say it need the abil to crack strong encrypt to catch crimin and terrorists.whil a few compani , most notabl intern busi machin , have obtain export licens under the new polici , most high-tech compani remain frustrat . they want to be abl to export veri strong encrypt without includ the govern access features.privaci advoc also oppos the current clinton polici , which they say put too much power in the hand of government.sinc the govern doe not requir guarante access to the key to one 's home , it should not be given such access to the key to one 's data , they argu . `` My lock , my key , '' is the slogan on their button thi week.in congress , the passag of time ha crystal the issu for mani member and both side in the debat have found new alli . last year , most lawmak seem either in favor of relax export restrict or undecided.th full senat commerc committe will hear testimoni wednesday on two bill introduc in the senat to remov almost all export restrict , and thursday , the hous judiciari subcommitte on court and intellectu properti will debat a similiar bill under consider there.whil the list of support of the bill ha grown , some outspoken oppon have surfac for the first time.sen bob kerrey made a statement on the senat floor march 3 oppos the senat bill . `` the administr 's polici not onli can work , it is work , '' the nebraska democrat said . `` congress should let the administr 's negoti and polici on encrypt go forward , to succeed or fail on their own merit . `` At confirm hear for anthoni lake to head the central intellig agenc last week , senat also rais the encrypt issu and appear to side with the administr , includ kerrey , sen john kyl , republican of arizona , and sen john kerri , democrat of massachusetts.lak monday drop out of the run for cia chief.kyl plan to make a polici statement on the issu shortli , a staffer said , possibl as soon as wednesday at a hear on internet crime in the judiciari subcommitte kyl chairs.sen max baucu wa also said to be lean toward the administr but a spokeswomen deni the montana democrat wa inclin toward either side . baucu is seek a consensu approach and `` ha taken no posit on ani of the propos bill , '' spokeswoman naomi seligman said.sen kerri 's offic did not return call for comment . At the hous encrypt hear , under secretari of commerc william reinsch , deputi director of the nation secur agenc william crowel and a member of the depart of justic crimin divis , will defend the clinton policy.th senat will also hear from fbi director loui freeh and special encrypt envoy david aaron.industri repres at the hear will includ offici from netscap commun corp , one of the most vocal administr critic , and microsoft corp.privaci advoc will testifi in the hous , includ jerri berman , execut director of the center for democraci and technolog , and marc rotenberg , director of the electron privaci inform center . ( ( -- 202-898-8312 ) )
28	AaronPressman	the clinton administr ha craft a plan to reform what mani call outdat u.s. bank law and will begin make it posit known over the next few week , industri offici said monday.th administr will formal unveil it plan when treasuri secretari robert rubin testifi at a hous bank committe hear june 3 , but detail of the plan are expect to emerg as earli as thi week , the offici said.und secretari john hawk , a lead architect of the administr plan , is slate to speak here on wednesday . In hi speech , hawk may indic the administr 's stand on mix bank and commerc , lobbyist said . `` Mr . hawk certainli wo n't do anyth to upstag rubin , '' one lobbyist in contact with the administr note . `` but we will hear gener where they are on some of these topic . `` while most in congress and the financ industri agre that the depression-era barrier separ bank from secur and insur should be torn down , there is littl consensu about go farther and allow bank to combin with secur and other firms.th administr 's posit ha evolv over the past sever month . A task forc on financi reform head by hawk initi recommend elimin all barriers.but the specter of citicorp or chase manhattan merg with gener motor corp. or microsoft corp. drew strong protest from hous bank committe chairman jim leach of iowa , as well as promin labor and consum groups.and dure the spring , sever democrat senat , led by paul sarban of maryland , wrote to rubin to regist their opposit to mix bank and commerce.bow somewhat to the critic , the administr is now said to favor allow limit combin . financi firm would be limit to a `` basket '' of non-financi activ , express as a percentag of total revenu or capit , some lobbyist said.but the basket could be further limit by prohibit combin of the largest financi and non-financi firm . for exampl , one approach would be to bar the 1,000 biggest commerci firm from own or be own by banks.anoth difficult issu concern regul dispar financi busi within a diversifi firm.almost everyon favor `` function regul , '' mean that each activ of a firm would be regul by the appropri regul . the secur and exchang commiss would regul secur activ while state insur regul would overse insur sale , for example.but debat continu about the level of feder intrus in insur regul as well as the need for a top-level regul to overse entir firms.whil some favor set the feder reserv at the top of the heap , the administr is expect to back a committe approach . the committe would be compos of repres of the variou function regul .
29	AaronPressman	former feder reserv chairman paul volcker on wednesday tangl with lawmak who oppos hi view that bank should not be allow to combin with commerci companies.but neither side broke much new ground in the debat , one of the hottest controversi remain as congress tri to overhaul age u.s. financi laws.volck may have set the tone when he began hi remark to the hous bank committe by observ that he deliv almost the ident testimoni at a similiar hear in 1991 . `` I could read that statement word-for-word and it would be total relev '' on most issu be discuss , he said.volck , a long-tim oppon of mix commerc and bank , point to recent experi in japan and germani . `` I do not think that today mani observ look to germani or japan for a model of an effect , innov bank system , '' he said , `` quit the contrari . `` that suit committe chairman jim leach , republican of iowa , also a longtim oppon of mix bank and commerc . rep. doug bereut , republican of nebraska , announc at the hear he would oppos such combin . but advoc of legisl allow some mix question volcker 's evid and conclusions.rep . richard baker , who ha introduc a bill to allow unlimit mix , said bank had been permit to combin with commerci firm for most of u. . histori . `` thi reflect that there is no principl or meaning distinct between commerc and financ , '' the louisiana republican said.bak note that banker trust new york corp , where volcker sit on the board of director , report a profit of $ 62 million last year on an equiti invest in an airlin , ask : `` Is n't that an invest in a commerci enterpris ? `` `` bank are abl to hold some equiti invest in the cours of underwrit and in the cours of merchant bank , and banker trust ha done so at time , '' volcker respond . `` had they extend beyond that , they would have one director who would protest . `` bank can not hold a control stake in a commerci firm , volcker added.when baker suggest that lawmak would put similar limit on commerci hold at consolid financi firm , refer to as a basket approach , volcker disagre . one bill under consider would allow financi firm to conduct 25 percent of their busi in non-financi endeavor , although legisl have also discuss base the basket limit on total capit as oppos to busi activity.th ban on control `` is not a basket at all , it is a non- control interest and if it reach the point where it affect the fortun of the bank , I 'd worri about , '' volcker said.lat , rep. tom campbel , republican of california , said he wa lean toward allow combin of bank and commerci firms.repres of the secur and insur industri testifi after volcker and most favor allow bank and commerc to mix . `` such combin are today part of the normal cours of busi for merril lynch as well as other compani in our industri here in the u.s. and around the world , '' john heinmann , the firm 's chairman of global financi institut , said . ( ( washington newsroom 202-898-8312 ) )
30	AaronPressman	u.s. commerc depart is form a committe to advis the depart on it controversi comput encrypt export polici , commerc offici said on friday.th committe , which will be call the presid 's export council subcommitte on encrypt , will be compos of about 25 member , drawn from state and local law enforc agenc and the privat sector , accord to sue eckert , assist secretari of commerc for export administr . but the committe is not intend as a forum to debat the merit of the current export polici , eckert told reuter . `` thi is not a debat forum toward polici in gener , '' eckert said in a telephon interview . `` It is the advisori group to provid input to implement of our polici . `` current law restrict the export of encrypt technolog , comput program that scrambl inform and render it unread without a password or softwar `` key . '' but mani softwar compani , includ microsoft corp and netscap commun corp , oppos the export rule , which they say hamper sale abroad . and civil libertarian contend the export rule permit excess government intrus even within the unit states.und the current polici , in effect sinc the begin of 1997 , the clinton administr permit compani to export power encrypt program but onli if the product allow the govern to crack the code by gain access to the softwar key . compani can export medium-strength encrypt if they promis to incorpor so-cal key recoveri featur within two years.th committe is `` to advis on the rang of issu of implement of key recoveri ... not just the technic issu , but also law enforc and access , '' eckert said.th administr wa critic by privaci advoc last month for draft legisl that might allow easi govern access to softwar key without a court order . while emphas that the committe wa intend for law enforc and corpor offici , eckert said no group would be exclud . `` We have n't exclud anybodi , '' she said . `` that 's whi we publish a notic in the feder regist and advis everyon and anyon who 's interest to submit their comment and suggest . '' the member of the committe will be select by the secretari of commerc `` to assur a balanc represent among the export commun and those govern agenc with a mandat to implement polici regard encrypt , '' the notic indicated.eckert declin to predict when the committe would be appoint , but ad `` hope within a period of a coupl of month it will be up and establish . '' the administr will not wait for the committe to rejigg it export polici on sever front , eckert said . A modest revis of current export rule will be issu `` in a rel short period , '' eckert said , and a legisl propos `` in the next sever week . `` the advisori committe would have input on futur revis , eckert said.oppon of the current polici said on friday they continu to favor a legisl solut . sever bill are pend in congress that would dramat relax the export limit . `` thi subcommitte is not a bad thing , but it doe not chang the natur of the debat , '' busi softwar allianc spokeswoman kim willard said . `` We still favor legisl . `` ( ( 202-898-8312 ) )
31	AaronPressman	A bill to protect homeown from pay unneccessari mortgag insur wa pass overwhelmingli by the hous of repres wednesday.bi a vote of 421 to seven , the hous adopt the homeown insur protect act that would cancel mortgag insur onc the homeown ha built up suffici equiti . `` the truth is that a vast number of peopl are pay for insur they no longer need , '' repres henri gonzalez said dure the debat on the bill . the texa democrat urg the senat to quickli pass the measure.consum advoc say these polici cost homeown million of dollar a year . `` I think it would be hard for the senat to resist move forward , '' michel meier , counsel for govern affair at consum union , said . the hous vote `` bring us realli close to get a final measur . `` but the mortgag insur industri warn that the automat cancel propos would rais the cost for loan with low downpay . `` unfortun , the bill ha seriou flaw that would impos unnecessari govern mandat and control on the industri , '' said suzann hutchinson of the mortgag insur compani of america.curr , mortgag lender requir a borrow to obtain and pay for such insur when the borrow is make a rel small down payment , such as 5 percent of the purchas price of a home.borrow put down 20 percent or more of the purchas price gener are not requir to obtain insur , which can cost $ 300 to $ 900 a year.th bill would automat cancel a mortgag insur polici if the homeown wa current on mortgag payment and had built up 25 percent equiti of the origin hous value.th bill would not not appli to exist mortgag . the new rule would cover onli mortgag and refinanc close a year after enact .
32	AaronPressman	treasuri secretari robert rubin goe to capitol hill on tuesday to further explain the clinton administr 's bank reform plan , but lawmak are like to focu foremost on what the plan left out.th clinton propos , along with sever pend bill , would scrap the 1933 glass-steagal act 's separ of bank from other financi services.on the contenti issu of go further and allow bank to combin with commerci firm , howev , the administr duck . instead , the clinton plan unveil by rubin on may 21 , offer two altern and left the hard choic to congress . `` We think the issu need to be further debat by congress , '' the secretari said as he announc the plan.congress ha debat overhaul antiqu u.s. bank law for more than a decad without success and some analyst suggest the bank and commerc issu will sidetrack thi year 's attempts.at tuesday 's hous bank committe hear , oppon of mix bank and commerc led by committe chairman and iowa republican jim leach will tri to steer rubin to examin the risk of unlimit mergers.propon , includ subcommitte chairperson marg roukema and richard baker , republican from new jersey and louisiana respect , will take the opposit tack.und one of the two altern outlin by rubin last month , limit mix would be permit but exclud the 1,000 or so largest nonfinanci firm , measur by asset size . bank hold compani could deriv `` some signific percentag '' of their gross revenu from commerci activ under the approach , refer to as a basket limitation.und the second altern , the current prohibit on mix would be maintain but the current except allow commerci firm to own save and loan institut would also be maintained.th administr chose to walk a fine line on the issu after democrat legisl and tradit democrat labor and consum group came out against combin bank and commerce.on monday , other oppon includ small banker and agricultur group issu a statement against even limit mix of bank and commerc . `` say NO to those who would undermin the world 's strongest and most dynam econom and financi system , '' the group said . the 31 signer of the statement rang from the nation banker associ to the nation baker association.som lawmak also plan to rais concern at the hear that portion of the clinton plan contain loophol that would render ani limit on bank and commerc irrelev , staffer said . ani firm could own a thrift and establish a so-cal wholesal financi institut . wholesal bank could onli accept deposit over $ 100,000 , would not be cover by deposit insur , but would have access to the feder reserv 's electron payment system . `` the way the wholesal institut is structur would allow enorm activ , '' one staffer said . `` It 's a big loophol . `` the notion of allow save and loan to continu oper under differ rule than bank is also like to draw some criticism.und legisl pass by congress last year to recapit the save industri 's deposit insur fund , the clinton administr wa direct to report on how the legal charter of the two industri could be merg . ( ( -- 202-898-8312 ) )
33	AaronPressman	treasuri secretari robert rubin outlin on wednesday the clinton administr 's plan to allow bank to get into the secur and insur busi , elimin 60-year-old legal barrier enact dure the great depress . `` the old line that separ insur , secur and bank industri have increasingli blur as new financi servic and product have appear , '' rubin said.th plan would allow bank , secur firm and insur compani to compet directli under a uniform set of regul . that increas competit should benefit consum , gener save of up to $ 15 billion a year , rubin said in a speech at the exchequ club here.th highli anticip administr propos , origin expect in march , take it place with sever bill alreadi introduc in congress . `` We look forward to work with congress on thi import initi , '' rubin said.hous bank committe chairman jim leach welcom the plan , but said some substant issu were unresolv . `` while differ of judgment on sever key legisl point remain , secretari rubin 's statement today is veri construct to the process , '' the iowa republican said.industri particip said the administr plan would give the reform effort a need boost.th propos `` should provid consider momentum for long-need reform , '' banker trust new york corp. chairman frank newman said . newman gave the effort some prior momentum last month , when hi bank took advantag of recent regulatori chang and acquir the secur firm alex . brown inc.consum advoc , howev , complain that the propos did not contain adequ measur to protect bank custom buy insur . `` We 're veri disappoint that there are no protect on insur , '' mari griffin of consum union said . bank have a weak track record in that area , she added.credit insur on mortgag , the second most popular insur product sold by bank , `` is one of the biggest consum rip-off out there , '' she said.th rubin propos did not take a firm posit on the controversi question of allow bank to combin with non-financi , commerci firm . `` becaus of the natur of the issu and the complet lack of consensu , we think the issu need to be further debat by congress befor settl on a final approach , '' rubin said.som lawmak , along with smaller bank and consum group , adamantli oppos allow bank to combin with commerci firm . but insur compani and secur firm say they are alreadi intertwin with non-financi interest and could not compet with bank if such combin were not permitted.rubin outlin two possibl approach . under one approach , some mix would be permit but limit and with the 1,000 largest non-financi firm excluded.und a second approach , no mix would be allow with bank but , as current permit , thrift would be allow to combin with commerci firm .
